,Unnamed: 0,bedrooms,Sqft.,lot Sqft.,full baths,half baths,stories,year built,Private Pool,zip,price
1837,"3200 S Gessner Road #246 Houston, TX 77063",2.0,1351.0,210654.0,2.0,1,2.0,1979.0,False,77063,169990.0
1838,"2514 - 2616 Driscoll Street Houston, TX 77019",0.0,2832.0,5000.0,0.0,0,2.0,1930.0,False,77019,698000.0
1839,"3106 Tilden Street Houston, TX 77025",2.0,1814.0,8470.0,2.0,0,1.0,1952.0,False,77025,389000.0
1840,"309 Wynell Street Houston, TX 77022",3.0,2098.0,7610.0,2.0,0,1.0,1988.0,False,77022,315900.0
1841,"2300 Old Spanish Trail #1062 Houston, TX 77054",2.0,815.0,132181.0,1.0,0,1.0,1983.0,False,77054,155000.0
1842,"17226 Horsetooth Canyon Drive Houston, TX 77095",3.0,1649.0,6600.0,2.0,0,1.0,2004.0,False,77095,329900.0
1843,"10217 S Gessner Road Houston, TX 77071",2.0,2036.0,2524.0,2.0,1,2.0,1971.0,False,77071,164000.0
1844,"2009 Harlem Street Houston, TX 77020",3.0,2090.0,0.0,2.0,1,2.0,2022.0,False,77020,373000.0
1845,"13538 N Tracewood Bend Houston, TX 77077",5.0,3180.0,8962.0,3.0,1,2.0,1996.0,True,77077,645000.0
1846,"7447 Cambridge Street #94 Houston, TX 77054",2.0,1433.0,1425.0,2.0,1,2.0,1980.0,False,77054,289999.0
1847,"11907 Pompano Lane Houston, TX 77072",3.0,1760.0,7150.0,2.0,0,1.0,1967.0,False,77072,265000.0
1849,"13115 Baron Hollow Court Houston, TX 77014",3.0,1656.0,8172.0,2.0,0,1.0,2006.0,False,77014,249900.0
1850,"6824 Dumble Street Houston, TX 77021",0.0,2590.0,5000.0,0.0,0,1.0,2022.0,False,77021,499999.0
1851,"15534 Zabolio Drive #132 Houston, TX 77598",2.0,864.0,185548.0,2.0,0,1.0,1980.0,False,77598,115000.0
1852,"7810 Mauvewood Drive Houston, TX 77040",2.0,1206.0,2800.0,2.0,1,2.0,1981.0,False,77040,225000.0
1853,"3526 Nayland Rock Street Houston, TX 77066",3.0,1100.0,4900.0,1.0,0,1.0,1982.0,False,77066,190000.0
1854,"12039 Main Oak Street Houston, TX 77038",3.0,2227.0,4950.0,2.0,1,2.0,2017.0,False,77038,295000.0
1856,"6601 Sands Point Drive #1 Houston, TX 77074",1.0,804.0,161472.0,1.0,0,1.0,1978.0,False,77074,119000.0
1857,"2227 Lexford Lane Houston, TX 77080",4.0,2004.0,7810.0,2.0,0,1.0,1969.0,True,77080,575000.0
1858,"1505 Spring Street Houston, TX 77007",3.0,2299.0,1715.0,3.0,1,4.0,2013.0,False,77007,505000.0
1859,"1655 W Sam Houston Parkway S Houston, TX 77042",3.0,2070.0,1483.0,2.0,1,2.0,1975.0,False,77042,239000.0
1860,"6602 Broken Stone Houston, TX 77084",4.0,1974.0,6300.0,2.0,1,2.0,1992.0,False,77084,315000.0
1861,"3625 Corksie Street Houston, TX 77051",3.0,1650.0,6388.0,2.0,0,1.0,1950.0,False,77051,239999.0
1862,"1914 Oak Hollow Court Houston, TX 77099",4.0,1945.0,4292.0,2.0,1,2.0,1999.0,False,77099,265000.0
1863,"9246 Autumnsong Drive Houston, TX 77064",2.0,1012.0,4633.0,2.0,0,1.0,1983.0,False,77064,170000.0
1864,"426 N Live Oak Street Houston, TX 77003",3.0,1868.0,2189.0,3.0,1,3.0,2017.0,False,77003,414900.0
1865,"10211 Sugar Branch Drive #318 Houston, TX 77036",1.0,784.0,146360.0,1.0,0,1.0,1981.0,False,77036,54000.0
1866,"14703 Boveda Drive Houston, TX 77083",4.0,2156.0,9317.0,2.0,1,1.0,1984.0,False,77083,295000.0
1867,"3334 Birch Creek Drive Houston, TX 77339",4.0,2466.0,14351.0,2.0,1,2.0,1978.0,False,77339,239900.0
1868,"15827 Magnolia Shores Lane Houston, TX 77044",4.0,2231.0,6993.0,2.0,0,1.0,2006.0,False,77044,324900.0
1869,"12402 Amado Drive Houston, TX 77065",3.0,1990.0,11250.0,2.0,0,1.0,1977.0,False,77065,279900.0
1870,"15039 Four Winds Drive Houston, TX 77489",3.0,1647.0,8888.0,2.0,0,1.0,1976.0,False,77489,222000.0
1871,"5707 Rocky Trail Drive Houston, TX 77339",3.0,2733.0,6394.0,3.0,1,2.0,2005.0,False,77339,329000.0
1872,"16639 Barrett Post Lane Houston, TX 77095",5.0,3538.0,7257.0,4.0,0,2.0,2004.0,False,77095,421000.0
1873,"6406 Highland Pine Lane Houston, TX 77091",3.0,1855.0,1705.0,2.0,1,2.0,2022.0,False,77091,329000.0
1874,"11903 Edgar Street Houston, TX 77047",3.0,1466.0,8637.0,2.0,0,1.0,1968.0,False,77047,105900.0
1875,"2226 Pine River Drive Houston, TX 77339",4.0,2523.0,9720.0,2.0,1,2.0,1974.0,False,77339,312000.0
1876,"10004 Steeple Farms Drive Houston, TX 77080",3.0,2015.0,2838.0,2.0,1,2.0,2018.0,False,77080,420000.0
1877,"4915 Chenevert Street Houston, TX 77004",3.0,2806.0,1901.0,3.0,1,3.0,2006.0,False,77004,599999.0
1878,"2527 Talina Way Houston, TX 77080",4.0,2330.0,9062.0,2.0,0,2.0,1966.0,False,77080,339900.0
1879,"15006 Benfer Road Houston, TX 77069",4.0,3144.0,10360.0,3.0,1,2.0,1979.0,True,77069,388000.0
1880,"6439 Bayou Glen Road Houston, TX 77057",2.0,967.0,186765.0,1.0,0,1.0,1970.0,False,77057,209900.0
1881,"7018 Woodridge Square Drive Houston, TX 77087",2.0,1448.0,1799.0,2.0,0,2.0,2004.0,False,77087,234900.0
1882,"10842 Kirktown Drive Houston, TX 77089",3.0,1856.0,11000.0,2.0,0,1.0,1980.0,False,77089,269900.0
1883,"1526 W 25th Street B Houston, TX 77008",3.0,2352.0,4603.0,2.0,1,2.0,2002.0,False,77008,540000.0
1884,"1339 W Donovan Street Houston, TX 77091",3.0,1396.0,8308.0,1.0,1,1.0,1970.0,False,77091,182000.0
1885,"15003 Glenwater Court Houston, TX 77044",4.0,3280.0,10545.0,2.0,1,2.0,2005.0,False,77044,415000.0
1886,"7263 Chasewood Drive Houston, TX 77489",2.0,1028.0,2032.0,1.0,0,1.0,1974.0,False,77489,107900.0
1887,"5217 Arboles Drive A Houston, TX 77035",2.0,1394.0,411301.0,2.0,1,2.0,1965.0,False,77035,130000.0
1888,"9901 Kemp Forest Drive Houston, TX 77080",3.0,2456.0,3704.0,2.0,0,1.0,2000.0,False,77080,359900.0
1889,"3319 Palm Street Houston, TX 77004",3.0,1650.0,6900.0,2.0,0,2.0,1945.0,False,77004,295000.0
1890,"12502 Rocky Knoll Drive Houston, TX 77077",3.0,2059.0,7890.0,2.0,0,1.0,1980.0,False,77077,410000.0
1891,"7016 Avenue F Houston, TX 77011",0.0,5936.0,10000.0,0.0,0,2.0,1930.0,False,77011,1150000.0
1892,"3211 Wimberly Street Houston, TX 77093",3.0,1264.0,5200.0,1.0,1,1.0,1940.0,False,77093,235000.0
1893,"22006 Great Royal Lane Houston, TX 77073",3.0,2094.0,3215.0,2.0,1,2.0,2022.0,False,77073,284990.0
1894,"7520 Hornwood Drive #3 Houston, TX 77036",2.0,1010.0,0.0,1.0,0,1.0,1966.0,False,77036,125000.0
1895,"610 N Eldridge Parkway #5 Houston, TX 77079",3.0,2656.0,257848.0,3.0,1,2.0,1974.0,False,77079,339786.0
1896,"22107 Sovereign Heights Lane Houston, TX 77073",3.0,1629.0,3725.0,2.0,1,2.0,2022.0,False,77073,269990.0
1898,"4202 Cettipark Street Houston, TX 77009",3.0,1452.0,4156.0,2.0,1,2.0,2013.0,False,77009,325000.0
1900,"11214 WAXWING Street Houston, TX 77035",0.0,2826.0,8395.0,0.0,0,1.0,1961.0,False,77035,149000.0
1901,"7711 Willow Street Houston, TX 77088",3.0,1730.0,3000.0,2.0,1,2.0,2022.0,False,77088,349900.0
1902,"5324 Mcculloch Circle Houston, TX 77056",5.0,3616.0,3300.0,3.0,1,3.0,2002.0,False,77056,649999.0
1903,"9803 Liliflora Lane Houston, TX 77080",3.0,1942.0,0.0,2.0,1,2.0,2022.0,False,77080,432365.0
1904,"7703A Willow Street Houston, TX 77088",3.0,1730.0,3000.0,2.0,1,2.0,2022.0,False,77088,349900.0
1905,"224 N Adams Street Houston, TX 77011",3.0,1072.0,5000.0,1.0,0,1.0,1926.0,False,77011,239000.0
1906,"14422 Old Tybee Road Houston, TX 77084",2.0,1300.0,3325.0,1.0,1,2.0,1985.0,False,77084,205000.0
1907,"9707 Beckwood Post Drive Houston, TX 77095",3.0,2417.0,6050.0,2.0,0,1.0,2004.0,False,77095,345000.0
1908,"1422 Alexander Street Houston, TX 77008",4.0,3215.0,2500.0,3.0,1,3.0,2022.0,False,77008,799900.0
1909,"615 W Drew Street Houston, TX 77006",2.0,1122.0,38969.0,2.0,1,2.0,1984.0,False,77006,324500.0
1910,"1040 Columbia Street Houston, TX 77008",0.0,3456.0,9900.0,0.0,0,2.0,1920.0,False,77008,850000.0
1911,"14211 Winecup Lane Houston, TX 77047",3.0,1424.0,6120.0,2.0,0,1.0,2007.0,False,77047,250000.0
1912,"4346 Wildacres Drive Houston, TX 77072",4.0,2051.0,4107.0,3.0,0,1.5,1979.0,False,77072,249900.0
1913,"2800 Jeanetta Street #704 Houston, TX 77063",1.0,640.0,360740.0,1.0,0,1.0,1979.0,False,77063,93500.0
1914,"10111 Heather Hill Drive Houston, TX 77086",3.0,1950.0,9612.0,2.0,0,1.0,1973.0,False,77086,267500.0
1915,"3030 Live Oak Street Houston, TX 77004",3.0,1910.0,1648.0,3.0,1,3.0,2022.0,False,77004,455000.0
1916,"1808 Marshall Street Houston, TX 77098",3.0,1678.0,6250.0,2.0,0,1.0,1948.0,False,77098,699000.0
1917,"14655 Champion Forest Drive #1601 Houston, TX 77069",1.0,952.0,0.0,1.0,0,1.0,1983.0,False,77069,145000.0
1918,"1722 French Village Drive Houston, TX 77055",3.0,2121.0,1407.0,3.0,1,3.0,2002.0,False,77055,360000.0
1919,"13015 Hill Canyon Lane Houston, TX 77072",3.0,1826.0,4725.0,2.0,1,2.0,2006.0,False,77072,260000.0
1920,"5110 Eigel Street Houston, TX 77007",3.0,2681.0,2500.0,2.0,1,2.0,2002.0,False,77007,475000.0
1921,"2000 Bagby Street #13416 Houston, TX 77002",2.0,1884.0,0.0,2.0,0,1.0,2004.0,False,77002,499000.0
1922,"10219 Sand Pass Lane Houston, TX 77064",3.0,1292.0,6300.0,2.0,0,1.0,1983.0,False,77064,249800.0
1923,"35 Hackberry Lane Houston, TX 77027",3.0,3871.0,4264.0,3.0,1,3.0,1998.0,False,77027,1140000.0
1924,"12622 Mardi Gras Drive Houston, TX 77014",5.0,3450.0,9031.0,3.0,1,2.0,2001.0,False,77014,349000.0
1925,"21011 Vista Trail Court Houston, TX 77073",3.0,1824.0,5500.0,2.0,0,1.0,2001.0,False,77073,255000.0
1926,"5522 Braesvalley Drive Houston, TX 77096",3.0,1924.0,8395.0,2.0,0,1.0,1963.0,False,77096,395000.0
1927,"1406 Regalia Court Houston, TX 77055",3.0,2883.0,2826.0,3.0,1,2.0,2013.0,False,77055,695000.0
1928,"9415 Braewick Drive Houston, TX 77096",4.0,2582.0,8640.0,2.0,0,1.0,1965.0,False,77096,579271.0
1929,"411 W Sam Houston Parkway N Houston, TX 77024",4.0,2676.0,12564.0,3.0,1,2.0,2018.0,False,77024,799000.0
1930,"2102 Woodland Park Drive Houston, TX 77077",3.0,1816.0,6032.0,2.0,0,1.0,1979.0,False,77077,325000.0
1931,"12602 Rocky Meadow Drive Houston, TX 77024",4.0,2193.0,8829.0,2.0,1,1.0,1967.0,False,77024,713000.0
1933,"6120 Maxie Street C Houston, TX 77007",3.0,2580.0,1683.0,3.0,1,4.0,2009.0,False,77007,535000.0
1934,"803 Aurora Street Houston, TX 77009",2.0,1124.0,4500.0,2.0,0,1.0,1920.0,True,77009,613500.0
1935,"5618 My Way Houston, TX 77339",3.0,2958.0,6325.0,2.0,1,2.0,2004.0,False,77339,375000.0
1936,"11932 Braes Park Drive Houston, TX 77071",4.0,1875.0,5242.0,2.0,0,1.0,1997.0,False,77071,260000.0
1937,"12319 Overcup Drive Houston, TX 77024",5.0,4889.0,10680.0,4.0,1,2.0,2020.0,False,77024,2225000.0
1938,"6009 Blossom Street Houston, TX 77007",3.0,1394.0,6600.0,2.0,0,1.0,1947.0,False,77007,875000.0
1939,"1706 Aden Drive Houston, TX 77003",2.0,1350.0,2002.0,2.0,1,2.0,2004.0,False,77003,299900.0
1940,"19 Pine Briar Circle Houston, TX 77056",3.0,3530.0,3006.0,4.0,1,3.0,1982.0,False,77056,1200000.0
1941,"14314 Radbrook Lane Houston, TX 77079",5.0,4088.0,9968.0,4.0,1,2.0,1965.0,True,77079,1500000.0
1942,"12651 Silver Winter Trl Trail Houston, TX 77014",3.0,1554.0,5175.0,2.0,0,1.0,2017.0,False,77014,255000.0
1943,"2379 Briarwest Boulevard #101 Houston, TX 77077",2.0,1282.0,232578.0,2.0,1,2.0,1982.0,False,77077,199000.0
1944,"2118 Genesee Street Houston, TX 77006",3.0,2199.0,1542.0,3.0,1,4.0,2017.0,False,77006,525000.0
1945,"14202 Royal Hill Drive Houston, TX 77083",3.0,1536.0,7015.0,2.0,0,1.0,1984.0,False,77083,230000.0
1946,"6237 Ella Lee Lane Houston, TX 77057",3.0,1917.0,7565.0,2.0,0,1.0,1955.0,False,77057,779000.0
1947,"15206 Falmouth Avenue Houston, TX 77084",3.0,2352.0,5442.0,2.0,1,2.0,2003.0,False,77084,335000.0
1948,"7842 Sunny Ridge Drive Houston, TX 77095",4.0,2011.0,7245.0,2.0,1,2.0,1986.0,False,77095,315000.0
1949,"312 Grove Street Houston, TX 77020",2.0,1701.0,2350.0,2.0,1,2.0,2005.0,False,77020,329000.0
1950,"5319 Bell Street Houston, TX 77023",3.0,1356.0,4000.0,2.0,0,1.0,1935.0,False,77023,290000.0
1951,"1409 Laird Street A Houston, TX 77008",2.0,1786.0,1787.0,2.0,1,3.0,2011.0,False,77008,399000.0
1952,"3234 Knoll West Drive Houston, TX 77082",3.0,2419.0,5400.0,2.0,1,2.0,1983.0,False,77082,302000.0
1953,"4531 Echo Falls Drive Houston, TX 77345",4.0,2563.0,6929.0,2.0,1,2.0,1990.0,False,77345,334000.0
1954,"15127 Gran Vista Drive Houston, TX 77083",3.0,1826.0,7590.0,2.0,0,1.0,1981.0,False,77083,281000.0
1955,"16800 Sugar Pine Drive B15 Houston, TX 77090",2.0,1476.0,123552.0,2.0,0,1.0,1983.0,False,77090,139990.0
1956,"6407 Woodbrook Lane Houston, TX 77008",3.0,1699.0,8450.0,2.0,0,1.0,1950.0,False,77008,489900.0
1957,"2934 Shadow Trail Drive Houston, TX 77082",3.0,1492.0,5150.0,2.0,0,1.0,1983.0,False,77082,249900.0
1958,"8018 Green Lawn Drive Houston, TX 77088",3.0,2936.0,9100.0,2.0,1,1.5,1977.0,True,77088,321000.0
1959,"9123 Monarch Mist Lane Houston, TX 77070",3.0,2030.0,2376.0,2.0,1,2.0,2014.0,False,77070,283000.0
1960,"10215 Ivy Field Court Houston, TX 77070",3.0,2305.0,10423.0,2.0,0,1.0,1999.0,False,77070,365000.0
1962,"1714 Ashland Street #106 Houston, TX 77008",2.0,2248.0,0.0,2.0,0,1.0,2015.0,False,77008,1050000.0
1963,"5215 Heathervale Court Houston, TX 77345",4.0,2232.0,9343.0,2.0,1,2.0,1992.0,False,77345,300000.0
1964,"9607 Garrett Pine Lane Houston, TX 77044",4.0,2000.0,4400.0,2.0,1,2.0,2008.0,False,77044,269900.0
1965,"711 Leicester Lane Houston, TX 77034",3.0,1808.0,10080.0,2.0,0,1.0,1979.0,False,77034,225000.0
1966,"8606 Cedar Plains Lane Houston, TX 77080",3.0,1932.0,2327.0,2.0,1,2.0,2018.0,False,77080,354900.0
1967,"10611 Burgoyne Road Houston, TX 77042",3.0,2262.0,10051.0,2.0,0,1.0,1958.0,False,77042,499900.0
1968,"8827 Boulder Springs Drive Houston, TX 77083",3.0,1742.0,7867.0,2.0,0,1.0,1996.0,False,77083,275000.0
1969,"9909 Westview Drive Houston, TX 77055",3.0,2098.0,8400.0,2.0,0,1.0,1959.0,False,77055,370000.0
1970,"14911 Tuttle Point Drive Houston, TX 77082",3.0,1386.0,2971.0,2.0,0,1.0,2006.0,False,77082,240000.0
1971,"12330 Attlee Drive Houston, TX 77077",4.0,1880.0,7920.0,2.0,0,1.0,1970.0,False,77077,399900.0
1972,"1118 Peddie Street Houston, TX 77009",2.0,1092.0,5000.0,1.0,0,1.0,1926.0,False,77009,589000.0
1975,"1302 Stratford Way Houston, TX 77339",3.0,2591.0,10744.0,3.0,0,1.0,2015.0,False,77339,435000.0
1976,"306 W Cowan Drive Houston, TX 77007",3.0,2970.0,9900.0,2.0,0,1.0,1940.0,False,77007,997500.0
1977,"1538 Stone Bluff Drive Houston, TX 77073",4.0,1565.0,5614.0,2.0,0,1.0,2006.0,False,77073,239900.0
1978,"845 Augusta Drive #53 Houston, TX 77057",2.0,962.0,129299.0,1.0,0,1.0,1977.0,False,77057,165000.0
1979,"9265 Buffalo Speedway Houston, TX 77025",4.0,2750.0,1984.0,3.0,1,3.0,2003.0,False,77025,439786.0
1980,"1211 Rosemeadow Drive Houston, TX 77094",3.0,2617.0,8890.0,2.0,1,2.0,1991.0,True,77094,439900.0
1981,"2227 Pelham Drive Houston, TX 77019",5.0,5224.0,8000.0,5.0,1,3.0,2015.0,False,77019,3650000.0
1982,"7703B Willow Street Houston, TX 77088",3.0,1730.0,3000.0,2.0,1,2.0,2022.0,False,77088,349900.0
1983,"1218 Eubanks Houston, TX 77022",0.0,2343.0,11880.0,0.0,0,1.0,1965.0,False,77022,375000.0
1984,"6630 Avonmoor Drive Houston, TX 77049",5.0,3474.0,9353.0,3.0,1,2.0,2007.0,False,77049,349900.0
1985,"14777 Wunderlich Drive #204 Houston, TX 77069",2.0,1132.0,536151.0,2.0,0,1.0,1982.0,False,77069,149000.0
1986,"2016 Main Street #605 Houston, TX 77002",1.0,799.0,0.0,1.0,0,1.0,1965.0,False,77002,189900.0
1987,"11010 Cedarhurst Drive Houston, TX 77096",3.0,1692.0,8802.0,2.0,0,1.0,1955.0,False,77096,369000.0
1988,"7522 Hammerly Boulevard Houston, TX 77055",3.0,1312.0,9177.0,1.0,1,1.0,1955.0,False,77055,220000.0
1989,"5023 Mallow Street Houston, TX 77033",0.0,3997.0,8300.0,0.0,0,2.0,2022.0,False,77033,550000.0
1990,"2300 Augusta Drive #1 Houston, TX 77057",2.0,1012.0,55246.0,2.0,0,1.0,1978.0,False,77057,185000.0
1991,"10710 Oasis Drive Houston, TX 77096",3.0,1761.0,9600.0,2.0,0,1.0,1960.0,False,77096,450000.0
1992,"110 Rose Marble Court Houston, TX 77069",3.0,2788.0,7351.0,2.0,0,1.0,1998.0,False,77069,429000.0
1993,"2823 Albany Street Houston, TX 77006",3.0,2591.0,1850.0,3.0,1,3.0,2002.0,False,77006,497900.0
1994,"13806 Vickston Lane Houston, TX 77014",5.0,3228.0,6917.0,3.0,1,2.0,2001.0,False,77014,325000.0
1995,"2611 Kimbleton Court Houston, TX 77082",3.0,1954.0,7822.0,2.0,0,1.0,1998.0,True,77082,419000.0
1996,"10711 Brentway Drive Houston, TX 77070",4.0,2384.0,12000.0,2.0,1,2.0,1970.0,False,77070,299900.0
1997,"13826 Senca Park Drive Houston, TX 77077",3.0,2621.0,6239.0,2.0,1,1.0,1993.0,False,77077,555000.0
1998,"7206 Daylight Lane Houston, TX 77095",4.0,1545.0,8600.0,2.0,0,1.0,1984.0,False,77095,265000.0
1999,"10619 Cranbrook Road Houston, TX 77042",4.0,2723.0,9598.0,2.0,1,1.0,1967.0,False,77042,579000.0
2000,"5206 Memorial Drive Houston, TX 77007",1.0,898.0,64433.0,1.0,0,1.0,1960.0,False,77007,232900.0
2001,"1421 W Clay Street Houston, TX 77019",3.0,2505.0,2056.0,3.0,1,3.0,1997.0,False,77019,659000.0
2002,"408 James Street Houston, TX 77009",3.0,1568.0,4230.0,2.0,1,1.0,1910.0,False,77009,425000.0
2003,"2206 Abernathy Street Houston, TX 77026",3.0,1824.0,2404.0,2.0,1,2.0,2022.0,False,77026,315000.0
2004,"17011 Lazy Elm Court Houston, TX 77095",4.0,2412.0,13844.0,2.0,0,1.0,1990.0,True,77095,359000.0
2005,"6708 Queensclub Drive Houston, TX 77069",3.0,1621.0,3500.0,2.0,0,2.0,1984.0,False,77069,263000.0
2006,"874 Sun Prairie Drive Houston, TX 77090",4.0,2060.0,3606.0,2.0,1,2.0,2013.0,False,77090,249900.0
2007,"9706 Larston Street Houston, TX 77055",3.0,1308.0,8280.0,2.0,0,1.0,1958.0,False,77055,400000.0
2008,"6201 Locke Lane Houston, TX 77057",3.0,1620.0,7059.0,2.0,0,1.0,1955.0,False,77057,799000.0
2009,"6214 Jim Street Houston, TX 77092",5.0,2788.0,7200.0,3.0,1,1.0,1940.0,False,77092,438700.0
2010,"7203 Addicks Clodine Road Houston, TX 77083",3.0,1828.0,8360.0,2.0,0,1.0,1978.0,False,77083,285900.0
2011,"7315 Laredo Street Houston, TX 77020",3.0,2355.0,5000.0,2.0,0,1.0,2017.0,False,77020,393291.0
2013,"610 W Clay Street Houston, TX 77019",0.0,4510.0,7500.0,0.0,0,2.0,1932.0,False,77019,995000.0
2016,"8408 Autumn Lane Houston, TX 77016",2.0,712.0,8021.0,1.0,0,1.0,1954.0,False,77016,220000.0
2017,"9622 Rapid River Lane Houston, TX 77086",3.0,1233.0,7080.0,2.0,0,1.0,1977.0,False,77086,221000.0
2018,"1020 E 23rd Street Houston, TX 77009",2.0,1078.0,7440.0,1.0,0,1.0,1920.0,False,77009,565000.0
2019,"5306 South Capitol Street Houston, TX 77023",3.0,1932.0,0.0,2.0,1,2.0,2022.0,False,77023,480000.0
2020,"4406 Belle Park Drive Houston, TX 77072",4.0,2267.0,11050.0,2.0,0,1.0,1968.0,False,77072,350000.0
2021,"14327 Waxahachie Street Houston, TX 77015",3.0,1445.0,5500.0,1.0,0,1.0,1950.0,False,77015,195500.0
2022,"934 Willowick Bay Drive Houston, TX 77090",3.0,1869.0,0.0,2.0,1,1.0,2022.0,False,77090,347415.0
2023,"954 Willow Timber Drive Houston, TX 77090",3.0,1416.0,0.0,2.0,0,1.0,2022.0,False,77090,325420.0
2024,"6938 New York Street A-B Houston, TX 77021",0.0,3992.0,5000.0,0.0,0,2.0,2007.0,False,77021,359000.0
2025,"610 Harold Street Houston, TX 77006",4.0,4427.0,9000.0,3.0,1,2.0,2004.0,True,77006,1500000.0
2026,"930 Willowick Bay Drive Houston, TX 77090",3.0,1776.0,0.0,2.0,0,1.0,2022.0,False,77090,348095.0
2027,"3413 Emerson Bend Houston, TX 77025",3.0,1988.0,2175.0,2.0,1,2.0,2022.0,False,77025,462430.0
2028,"10426 Knoboak Drive Houston, TX 77043",3.0,2250.0,9760.0,2.0,1,1.0,1953.0,False,77043,599900.0
2029,"9538 London Bridge Station Houston, TX 77045",3.0,1953.0,1250.0,3.0,1,3.0,2020.0,False,77045,409900.0
2030,"15731 Fox Springs Drive Houston, TX 77084",4.0,1887.0,6720.0,2.0,0,1.0,1980.0,False,77084,249900.0
2031,"5730 Kenilwood Drive Houston, TX 77033",3.0,1150.0,6540.0,1.0,0,1.0,1940.0,False,77033,164900.0
2032,"15903 Timber Valley Drive Houston, TX 77070",3.0,1830.0,9600.0,2.0,0,1.0,1974.0,False,77070,239900.0
2033,"10303 Harmon Smith Drive Houston, TX 77025",3.0,1917.0,2160.0,2.0,1,2.0,2022.0,False,77025,463510.0
2034,"1711 Don Alejandro Houston, TX 77091",3.0,1746.0,2817.0,2.0,1,2.0,2011.0,False,77091,270000.0
2035,"727 Redleaf Lane Houston, TX 77090",4.0,3170.0,9375.0,2.0,1,2.0,1973.0,False,77090,310000.0
2036,"1516 Bay Area Boulevard B4 Houston, TX 77058",1.0,652.0,337435.0,1.0,0,1.0,1977.0,False,77058,84900.0
2037,"4618 Hoffman Street Houston, TX 77026",3.0,1804.0,10380.0,2.0,0,1.0,1960.0,False,77026,225000.0
2038,"1919 Johnson Street Houston, TX 77007",3.0,2482.0,1565.0,3.0,1,4.0,2008.0,False,77007,495000.0
2039,"9207 Tepee Trail Houston, TX 77064",4.0,2837.0,9200.0,2.0,1,2.0,1983.0,True,77064,379000.0
2040,"2116 Oatfield Drive Houston, TX 77018",3.0,2112.0,1562.0,3.0,1,3.0,2022.0,False,77018,465000.0
2041,"6122 Beldart Street Street Houston, TX 77033",4.0,1600.0,6820.0,2.0,0,1.0,1950.0,False,77033,240000.0
2042,"1643 Arlington Street Houston, TX 77008",4.0,4042.0,6600.0,3.0,1,2.0,1925.0,False,77008,1350000.0
2043,"924 W Gardner Street Houston, TX 77009",3.0,1884.0,4630.0,2.0,1,1.0,1930.0,False,77009,835000.0
2044,"7602 Mccormick Court Houston, TX 77095",4.0,2145.0,10375.0,2.0,1,2.0,1985.0,False,77095,340000.0
2045,"11822 Primwood Drive Houston, TX 77070",5.0,6426.0,16444.0,4.0,3,2.0,1991.0,True,77070,825000.0
2046,"2607 Creekhickory Road Houston, TX 77068",4.0,2350.0,25300.0,3.0,0,1.0,1970.0,False,77068,333795.0
2047,"3512 Harvest Dance Drive Houston, TX 77008",3.0,2448.0,2400.0,3.0,0,2.0,2022.0,False,77008,595000.0
2048,"902 Cordell Street A Houston, TX 77009",5.0,3009.0,5000.0,5.0,0,2.0,2022.0,False,77009,975000.0
2049,"4621 Kingfisher Drive Houston, TX 77035",3.0,1461.0,7525.0,2.0,0,1.0,1955.0,False,77035,400000.0
2050,"1748 W 23rd Street Houston, TX 77008",3.0,2411.0,2148.0,3.0,1,3.0,2015.0,False,77008,530000.0
2051,"1806 Royal Fern Court Houston, TX 77062",5.0,5456.0,12910.0,5.0,1,2.0,1990.0,True,77062,1089500.0
2052,"3004 Commerce Street Houston, TX 77003",2.0,2009.0,1458.0,2.0,1,3.0,2014.0,False,77003,359900.0
2053,"2417 Ruth Street Houston, TX 77004",2.0,1144.0,5775.0,1.0,0,1.0,1930.0,False,77004,345000.0
2054,"1523 Castlerock Drive Houston, TX 77090",4.0,2680.0,8925.0,2.0,1,2.0,1970.0,False,77090,298990.0
2055,"6319 Mohawk Street Houston, TX 77016",3.0,1404.0,6300.0,2.0,0,1.0,1955.0,False,77016,200000.0
2056,"3 W Shady Lane B1 Houston, TX 77063",4.0,6200.0,22164.0,4.0,1,2.0,2011.0,False,77063,1799999.0
2057,"6103 Kemrock Court Houston, TX 77049",3.0,1526.0,8160.0,2.0,0,1.0,1978.0,False,77049,241900.0
2058,"1014 Junell Houston, TX 77088",0.0,2700.0,6840.0,0.0,0,1.0,2022.0,False,77088,475000.0
2059,"3300 Taft Street B Houston, TX 77006",3.0,3150.0,1439.0,3.0,1,4.0,1999.0,False,77006,615000.0
2060,"16502 North Glade Drive Houston, TX 77073",5.0,2798.0,0.0,3.0,0,2.0,1998.0,False,77073,269000.0
2061,"4512 Eigel Street Houston, TX 77007",4.0,2676.0,1398.0,4.0,1,4.0,2016.0,False,77007,575000.0
2062,"1314 Sabine Street Houston, TX 77007",3.0,2752.0,2025.0,3.0,0,3.0,2009.0,False,77007,525000.0
2063,"10939 Doud Street Houston, TX 77035",3.0,1717.0,7200.0,2.0,0,1.0,1958.0,False,77035,460000.0
2064,"11515 W Bellfort Avenue Houston, TX 77099",3.0,1595.0,8125.0,2.0,0,1.0,1970.0,False,77099,205000.0
2065,"16007 Soma Drive Houston, TX 77083",3.0,2040.0,11892.0,2.0,0,1.5,1981.0,True,77083,288000.0
